Time,Gait_Phases
1738244471.4332986,False
1738244471.450477,False
1738244471.466884,False
1738244471.48328,False
1738244471.500851,False
1738244471.5180187,False
1738244471.5337193,False
1738244471.5510552,False
1738244471.5674176,False
1738244471.584199,False
1738244471.600698,False
1738244471.6176777,False
1738244471.6345816,False
1738244471.65144,False
1738244471.6670992,False
1738244471.6842096,False
1738244471.7013257,False
1738244471.7177155,False
1738244471.7339797,False
1738244471.7522418,False
1738244471.767733,False
1738244471.7842553,False
1738244471.8011415,False
1738244471.818087,False
1738244471.8349037,False
1738244471.8514912,False
1738244471.867247,False
1738244471.8839777,False
1738244471.9014275,False
1738244471.9171247,False
1738244471.934736,False
1738244471.9514823,False
1738244471.9670808,False
1738244471.9841049,False
1738244472.0017605,False
1738244472.0179725,False
1738244472.0345142,False
1738244472.051074,False
1738244472.066501,False
1738244472.0836024,False
1738244472.1012063,False
1738244472.1167552,False
1738244472.1341383,False
1738244472.1512704,False
1738244472.1653774,False
1738244472.1835616,False
1738244472.2005243,False
1738244472.216082,False
1738244472.2335963,False
1738244472.250933,False
1738244472.2659163,False
1738244472.2836125,False
1738244472.301276,False
1738244472.316048,False
1738244472.333599,False
1738244472.3509176,False
1738244472.366708,False
1738244472.3840563,False
1738244472.401492,False
1738244472.4168255,False
1738244472.434019,False
1738244472.452767,False
1738244472.469658,False
1738244472.4852972,False
1738244472.5020602,False
1738244472.5174806,False
1738244472.5343745,False
1738244472.5521555,False
1738244472.566565,False
1738244472.5841444,False
1738244472.6022062,False
1738244472.617228,False
1738244472.634606,False
1738244472.6524704,False
1738244472.6671174,False
1738244472.685226,False
1738244472.702053,False
1738244472.717013,False
1738244472.7349775,False
1738244472.7523372,False
1738244472.7667215,False
1738244472.785156,False
1738244472.8019357,False
1738244472.8177483,False
1738244472.8346405,False
1738244472.8529866,False
1738244472.8671656,False
1738244472.8857453,False
1738244472.9021883,False
1738244472.9172232,False
1738244472.9352057,False
1738244472.9523962,False
1738244472.9672818,False
1738244472.9857807,False
1738244473.003013,False
1738244473.0180633,False
1738244473.035257,False
1738244473.0531814,False
1738244473.0680037,False
1738244473.0857234,False
1738244473.102777,False
1738244473.118286,False
1738244473.1356971,False
1738244473.1525126,False
1738244473.1686473,False
1738244473.1858397,False
1738244473.2025502,False
1738244473.2179008,False
1738244473.236164,False
1738244473.252957,False
1738244473.267864,False
1738244473.286141,False
1738244473.3031726,False
1738244473.3181102,False
1738244473.336878,False
1738244473.3535624,False
1738244473.369177,False
1738244473.3861911,False
1738244473.403539,False
1738244473.4187028,False
1738244473.4369695,False
1738244473.4540374,False
1738244473.4691484,False
1738244473.487565,False
1738244473.5037932,False
1738244473.5189846,False
1738244473.537977,False
1738244473.5541048,False
1738244473.5691738,False
1738244473.588805,False
1738244473.603818,False
1738244473.6192207,False
1738244473.6382098,False
1738244473.6551878,False
1738244473.6699586,False
1738244473.6890275,False
1738244473.7052126,False
1738244473.7202632,False
1738244473.739946,False
1738244473.7557888,False
1738244473.7699146,False
1738244473.7900505,False
1738244473.8054562,False
1738244473.8210754,False
1738244473.840546,False
1738244473.8557713,False
1738244473.8699956,False
1738244473.8908298,False
1738244473.9053187,False
1738244473.9206052,False
1738244473.9403486,False
1738244473.9561443,False
1738244473.9704027,False
1738244473.9910374,False
1738244474.0059416,False
1738244474.0212705,False
1738244474.041471,False
1738244474.0581548,False
1738244474.0746946,False
1738244474.0937812,False
1738244474.110927,False
1738244474.1286273,False
1738244474.1449275,False
1738244474.1632223,False
1738244474.179293,False
1738244474.1956222,False
1738244474.2133589,False
1738244474.229457,False
1738244474.245142,False
1738244474.263682,False
1738244474.2801738,False
1738244474.2954128,False
1738244474.313378,False
1738244474.3305368,False
1738244474.3460553,False
1738244474.3640475,False
1738244474.3798273,False
1738244474.3953428,False
1738244474.412999,False
1738244474.4301603,False
1738244474.4459207,False
1738244474.4636958,False
1738244474.4801412,False
1738244474.4962032,False
1738244474.5140264,False
1738244474.529842,False
1738244474.546213,False
1738244474.564144,False
1738244474.580876,False
1738244474.5961783,False
1738244474.6135678,False
1738244474.63031,False
1738244474.6460872,False
1738244474.6634765,False
1738244474.680606,False
1738244474.6956837,False
1738244474.714152,False
1738244474.73078,False
1738244474.7459822,False
1738244474.7640452,False
1738244474.7815032,False
1738244474.796603,False
1738244474.8143866,False
1738244474.8316572,False
1738244474.8465035,False
1738244474.8650398,False
1738244474.8813915,False
1738244474.8966289,False
1738244474.9145558,False
1738244474.932247,False
1738244474.9467082,False
1738244474.9645689,False
1738244474.9813054,False
1738244474.9961998,False
1738244475.014556,False
1738244475.031148,False
1738244475.0465744,False
1738244475.064532,False
1738244475.0819268,False
1738244475.096686,False
1738244475.1136887,False
1738244475.1314597,False
1738244475.146568,False
1738244475.164559,False
1738244475.1818466,False
1738244475.1969583,False
1738244475.2139866,False
1738244475.2310488,False
1738244475.2468617,False
1738244475.2643783,False
1738244475.2816489,False
1738244475.296643,False
1738244475.3143764,False
1738244475.3316891,False
1738244475.3466446,False
1738244475.3650389,False
1738244475.382075,False
1738244475.3970666,False
1738244475.41435,False
1738244475.4324906,False
1738244475.4470413,False
1738244475.4656875,False
1738244475.481989,False
1738244475.497556,False
1738244475.5150034,False
1738244475.5323288,False
1738244475.5475807,False
1738244475.565153,False
1738244475.5823789,False
1738244475.5980082,False
1738244475.6152687,False
1738244475.6328254,False
1738244475.6480465,False
1738244475.665562,False
1738244475.6822982,False
1738244475.6975784,False
1738244475.7157476,False
1738244475.732457,False
1738244475.747992,False
1738244475.7654884,False
1738244475.7830436,False
1738244475.7982495,False
1738244475.815923,False
1738244475.8328297,False
1738244475.8486977,False
1738244475.8658433,False
1738244475.8831725,False
1738244475.897983,False
1738244475.9159677,False
1738244475.9336774,False
1738244475.9480698,False
1738244475.965903,False
1738244475.9842987,False
1738244475.9986725,False
1738244476.0157974,False
1738244476.034096,False
1738244476.049862,False
1738244476.0666974,False
1738244476.084108,False
1738244476.10041,False
1738244476.11723,False
1738244476.13473,False
1738244476.149997,False
1738244476.167365,False
1738244476.1840706,False
1738244476.2001903,False
1738244476.2175584,False
1738244476.2349234,False
1738244476.2506468,False
1738244476.266985,False
1738244476.2854276,False
1738244476.301415,False
1738244476.317641,False
1738244476.335118,False
1738244476.3510206,False
1738244476.3675723,False
1738244476.3844516,False
1738244476.400685,False
1738244476.4178064,False
1738244476.4347005,False
1738244476.4506116,False
1738244476.467657,False
1738244476.4853992,False
1738244476.5012343,False
1738244476.5181024,False
1738244476.5346842,False
1738244476.5511365,False
1738244476.5677,False
1738244476.585306,False
1738244476.601063,False
1738244476.6179786,False
1738244476.635324,False
1738244476.651867,False
1738244476.6679175,False
1738244476.685703,False
1738244476.7020855,False
1738244476.718156,False
1738244476.7354095,False
1738244476.753201,False
1738244476.7682211,False
1738244476.7858524,False
1738244476.8021932,False
1738244476.8182378,False
1738244476.8365607,False
1738244476.8533723,False
1738244476.8689792,False
1738244476.8865583,False
1738244476.9030137,False
1738244476.919312,False
1738244476.9368668,False
1738244476.9536822,False
1738244476.9690683,False
1738244476.986202,False
1738244477.0033283,False
1738244477.019286,False
1738244477.0365574,False
1738244477.053418,False
1738244477.069127,False
1738244477.0861986,False
1738244477.1040146,False
1738244477.1192565,False
1738244477.1366382,False
1738244477.1537552,False
1738244477.1698914,False
1738244477.186556,False
1738244477.204381,False
1738244477.219926,False
1738244477.2365737,False
1738244477.254719,False
1738244477.2700326,False
1738244477.2880309,False
1738244477.3051703,False
1738244477.3200786,False
1738244477.3381991,False
1738244477.3548622,False
1738244477.3713791,False
1738244477.3883142,False
1738244477.4053545,False
1738244477.419725,False
1738244477.4375217,False
1738244477.455937,False
1738244477.4702425,False
1738244477.4882417,False
1738244477.5049198,False
1738244477.520748,False
1738244477.537768,False
1738244477.5565052,False
1738244477.5709112,False
1738244477.588281,False
1738244477.605888,False
1738244477.6206882,False
1738244477.6380968,False
1738244477.6556106,False
1738244477.6709878,False
1738244477.6884058,False
1738244477.7060862,False
1738244477.7210157,False
1738244477.7389247,False
1738244477.7561667,False
1738244477.7718575,False
1738244477.788303,False
1738244477.8057475,False
1738244477.8216462,False
1738244477.8387184,False
1738244477.8562388,False
1738244477.871629,False
1738244477.8890488,False
1738244477.9063792,False
1738244477.922656,False
1738244477.9395428,False
1738244477.9572072,False
1738244477.9726295,False
1738244477.9894552,False
1738244478.0070174,False
1738244478.0215209,False
1738244478.039272,False
1738244478.0572896,False
1738244478.072537,False
1738244478.0895033,False
1738244478.107362,False
1738244478.1223855,False
1738244478.140448,False
1738244478.1571753,False
1738244478.1727643,False
1738244478.1908157,False
1738244478.2073336,False
1738244478.222214,False
1738244478.240216,False
1738244478.257545,False
1738244478.2731943,False
1738244478.2904563,False
1738244478.3078885,False
1738244478.322459,False
1738244478.340601,False
1738244478.3576825,False
1738244478.3725915,False
1738244478.3902748,False
1738244478.4081502,False
1738244478.4230285,False
1738244478.440904,False
1738244478.4580767,False
1738244478.472855,False
1738244478.490163,False
1738244478.5084703,False
1738244478.522771,False
1738244478.5416298,False
1738244478.558343,False
1738244478.5737472,False
1738244478.5910296,False
1738244478.6083522,False
1738244478.6230185,False
1738244478.640516,False
1738244478.6580398,False
1738244478.673482,False
1738244478.690708,False
1738244478.708408,False
1738244478.722628,False
1738244478.740611,False
1738244478.7577944,False
1738244478.773574,False
1738244478.7905805,False
1738244478.807868,False
1738244478.8230772,False
1738244478.8401055,False
1738244478.858361,False
1738244478.8734624,False
1738244478.8905585,False
1738244478.9080498,False
1738244478.923164,False
1738244478.9403708,False
1738244478.9581037,False
1738244478.9732163,False
1738244478.989176,False
1738244479.007655,False
1738244479.021824,False
1738244479.0398304,False
1738244479.0577712,False
1738244479.073144,False
1738244479.0896363,False
1738244479.1079156,False
1738244479.1228456,False
1738244479.1406617,False
1738244479.1577184,False
1738244479.1733198,False
1738244479.1911964,False
1738244479.2078407,False
1738244479.2239418,False
1738244479.2421174,False
1738244479.2586472,False
1738244479.274427,False
1738244479.29147,False
1738244479.3086083,False
1738244479.3248873,False
1738244479.3430352,False
1738244479.359702,False
1738244479.3747754,False
1738244479.3921602,False
1738244479.409559,False
1738244479.424494,False
1738244479.4415443,False
1738244479.4590385,False
1738244479.4739318,False
1738244479.4916265,False
1738244479.5089183,False
1738244479.5240123,False
1738244479.5415587,False
1738244479.5588078,False
1738244479.5742176,False
1738244479.591424,False
1738244479.609182,False
1738244479.624633,False
1738244479.643976,False
1738244479.6598585,False
1738244479.6758945,False
1738244479.6940308,False
1738244479.710157,False
1738244479.724663,False
1738244479.742453,False
1738244479.75968,False
1738244479.774275,False
1738244479.790671,False
1738244479.809601,False
1738244479.8244944,False
1738244479.8414035,False
1738244479.859296,False
1738244479.874255,False
1738244479.890244,False
1738244479.908891,False
1738244479.9243011,False
1738244479.9406495,False
1738244479.958782,False
1738244479.9736464,False
1738244479.990361,False
1738244480.0097916,False
1738244480.02505,False
1738244480.0404203,False
1738244480.0590734,False
1738244480.074597,False
1738244480.0905564,False
1738244480.1098337,False
1738244480.1241064,False
1738244480.140653,False
1738244480.159418,False
1738244480.1741948,False
1738244480.1893604,False
1738244480.2097871,False
1738244480.2244112,False
1738244480.240283,False
1738244480.259754,False
1738244480.2743554,False
1738244480.2901556,False
1738244480.3094096,False
1738244480.3249836,False
1738244480.3414135,False
1738244480.3598208,False
1738244480.3746572,False
1738244480.390913,False
1738244480.4095595,False
1738244480.425301,False
1738244480.441351,False
1738244480.4599583,False
1738244480.4753137,False
1738244480.4901624,False
1738244480.5102346,False
1738244480.524852,False
1738244480.540867,False
1738244480.5597253,False
1738244480.5751903,False
1738244480.5899796,False
1738244480.6096776,False
1738244480.625186,False
1738244480.6399508,False
1738244480.6602182,False
1738244480.675859,False
1738244480.690261,False
1738244480.7101543,False
1738244480.7246666,False
1738244480.7405078,False
1738244480.760069,False
1738244480.774626,False
1738244480.790566,False
1738244480.8106887,False
1738244480.8247356,False
1738244480.8398504,False
1738244480.8605957,False
1738244480.8748336,False
1738244480.8898327,False
1738244480.910062,False
1738244480.9241862,False
1738244480.9397218,False
1738244480.9597728,False
1738244480.974906,False
1738244480.9898813,False
1738244481.010126,False
1738244481.0245314,False
1738244481.0404973,False
1738244481.0608177,False
1738244481.0752285,False
1738244481.0902596,False
1738244481.1101356,False
1738244481.1249044,False
1738244481.140659,False
1738244481.1607778,False
1738244481.174791,False
1738244481.190597,False
1738244481.210713,False
1738244481.2254872,False
1738244481.2408755,False
1738244481.2608187,False
1738244481.2749217,False
1738244481.290876,False
1738244481.3108456,False
1738244481.3254423,False
1738244481.340688,False
1738244481.3608322,False
1738244481.3751898,False
1738244481.3912,False
1738244481.411069,False
1738244481.4258213,False
1738244481.440967,False
1738244481.4615035,False
1738244481.4787238,False
1738244481.4972217,False
1738244481.5129745,False
1738244481.528001,False
1738244481.5441947,False
1738244481.5621023,False
1738244481.5768876,False
1738244481.5919738,False
1738244481.6113486,False
1738244481.626051,False
1738244481.6417303,False
1738244481.6609,False
1738244481.6756172,False
1738244481.6916187,False
1738244481.711327,False
1738244481.7259445,False
1738244481.7424312,False
1738244481.7620597,False
1738244481.7800052,False
1738244481.7978504,False
1738244481.8132403,False
1738244481.8274212,False
1738244481.8430846,False
1738244481.8626635,False
1738244481.8762274,False
1738244481.892531,False
1738244481.9122643,False
1738244481.926437,False
1738244481.9421225,False
1738244481.9620376,False
1738244481.9763322,False
1738244481.9919393,False
1738244482.0127618,False
1738244482.026852,False
1738244482.042728,False
1738244482.0619037,False
1738244482.077012,False
1738244482.093417,False
1738244482.1129022,False
1738244482.1271143,False
1738244482.142965,False
1738244482.162446,False
1738244482.1773243,False
1738244482.1928804,False
1738244482.2128778,False
1738244482.2268753,False
1738244482.2436097,False
1738244482.2626293,False
1738244482.2770076,False
1738244482.2934344,False
1738244482.3128743,False
1738244482.327601,False
1738244482.343142,False
1738244482.3625443,False
1738244482.377988,False
1738244482.3939314,False
1738244482.4131377,False
1738244482.427398,False
1738244482.4441228,False
1738244482.4629087,False
1738244482.4776106,False
1738244482.493621,False
1738244482.5128622,False
1738244482.5276473,False
1738244482.5438128,False
1738244482.5634117,False
1738244482.5782578,False
1738244482.5935826,False
1738244482.613345,False
1738244482.6279907,False
1738244482.6443589,False
1738244482.6631317,False
1738244482.6783433,False
1738244482.694451,False
1738244482.7134387,False
1738244482.7282405,False
1738244482.744351,False
1738244482.7631743,False
1738244482.778177,False
1738244482.79455,False
1738244482.8133142,False
1738244482.828313,False
1738244482.844612,False
1738244482.8635306,False
1738244482.8786175,False
1738244482.8948283,False
1738244482.9137974,False
1738244482.9283926,False
1738244482.944845,False
1738244482.9638274,False
1738244482.9790545,False
1738244482.9956443,False
1738244483.0139384,False
1738244483.0288403,False
1738244483.0451272,False
1738244483.0639546,False
1738244483.0785563,False
1738244483.0948017,False
1738244483.1145751,False
1738244483.1291883,False
1738244483.1448932,False
1738244483.1643586,False
1738244483.1786337,False
1738244483.1947334,False
1738244483.2138665,False
1738244483.2288368,False
1738244483.2445433,False
1738244483.263918,False
1738244483.2782428,False
1738244483.2945735,False
1738244483.314462,False
1738244483.32892,False
1738244483.3450527,False
1738244483.3640842,False
1738244483.3782866,False
1738244483.395142,False
1738244483.4146,False
1738244483.4289696,False
1738244483.4451747,False
1738244483.4645169,False
1738244483.4789004,False
1738244483.4961023,False
1738244483.5145977,False
1738244483.5291066,False
1738244483.5455403,False
1738244483.5651188,False
1738244483.5791152,False
1738244483.595906,False
1738244483.6140563,False
1738244483.6292143,False
1738244483.645792,False
1738244483.6641147,False
1738244483.6790087,False
1738244483.696219,False
1738244483.7147486,False
1738244483.729106,False
1738244483.746309,False
1738244483.7650294,False
1738244483.7796123,False
1738244483.7964146,False
1738244483.815292,False
1738244483.82968,False
1738244483.8467631,False
1738244483.8649666,False
1738244483.8796265,False
1738244483.8964033,False
1738244483.9146469,False
1738244483.9296482,False
1738244483.946425,False
1738244483.9647567,False
1738244483.9794242,False
1738244483.99638,False
1738244484.0145168,False
1738244484.0310037,False
1738244484.047601,False
1738244484.0656672,False
1738244484.080327,False
1738244484.0979068,False
1738244484.1161163,False
1738244484.1306307,False
1738244484.1475663,False
1738244484.1656148,False
1738244484.180045,False
1738244484.197741,False
1738244484.2157884,False
1738244484.2309568,False
1738244484.248956,False
1738244484.266926,False
1738244484.2819035,False
1738244484.3003297,False
1738244484.3175266,False
1738244484.3331225,False
1738244484.3512008,False
1738244484.3710763,False
1738244484.3859282,False
1738244484.4038568,False
1738244484.421755,False
1738244484.4373426,False
1738244484.4552228,False
1738244484.473616,False
1738244484.4895244,False
1738244484.5064642,False
1738244484.5234222,False
1738244484.539223,False
1738244484.5572677,False
1738244484.574103,False
1738244484.5893416,False
1738244484.6070547,False
1738244484.624262,False
1738244484.6398249,False
1738244484.658568,False
1738244484.6752386,False
1738244484.6901588,False
1738244484.709667,False
1738244484.7261355,False
1738244484.7407196,False
1738244484.7611265,False
1738244484.776389,False
1738244484.791488,False
1738244484.8108656,False
1738244484.826943,False
1738244484.8417523,False
1738244484.861121,False
1738244484.8762672,False
1738244484.8915796,False
1738244484.9116268,False
1738244484.926732,False
1738244484.941718,False
1738244484.9620194,False
1738244484.9769142,False
1738244484.991879,False
1738244485.01271,False
1738244485.0273075,False
1738244485.042556,False
1738244485.0625124,False
1738244485.0767584,False
1738244485.0926957,False
1738244485.1126783,False
1738244485.1277263,False
1738244485.142558,False
1738244485.1638746,False
1738244485.1777337,False
1738244485.1926274,False
1738244485.2134123,False
1738244485.2275128,False
1738244485.2437203,False
1738244485.263342,False
1738244485.277701,False
1738244485.2931292,False
1738244485.313056,False
1738244485.3272233,False
1738244485.3428166,False
1738244485.3632922,False
1738244485.3773637,False
1738244485.3930843,False
1738244485.4132588,False
1738244485.427942,False
1738244485.4430614,False
1738244485.463647,False
1738244485.4778802,False
1738244485.4933395,False
1738244485.513114,False
1738244485.5284731,False
1738244485.5426896,False
1738244485.5633483,False
1738244485.5777383,False
1738244485.593917,False
1738244485.6137328,False
1738244485.6286,False
1738244485.643801,False
1738244485.664214,False
1738244485.678135,False
1738244485.694077,False
1738244485.714088,False
1738244485.7292926,False
1738244485.7437696,False
1738244485.764342,False
1738244485.77854,False
1738244485.7941418,False
1738244485.8141448,False
1738244485.8289878,False
1738244485.84383,False
1738244485.8645997,False
1738244485.8780837,False
1738244485.8941915,False
1738244485.9146917,False
