Time,Phase_Labels
1738246878.2652807,1
1738246878.2842944,1
1738246878.3000414,1
1738246878.3148358,1
1738246878.333268,1
1738246878.3501732,1
1738246878.365475,1
1738246878.3834636,1
1738246878.4004798,1
1738246878.4151888,1
1738246878.4332142,1
1738246878.4503517,1
1738246878.4658206,1
1738246878.48399,1
1738246878.500348,1
1738246878.5155375,1
1738246878.5338645,1
1738246878.5508263,1
1738246878.5656383,1
1738246878.584126,1
1738246878.6007404,1
1738246878.6161056,1
1738246878.6336915,1
1738246878.6506896,1
1738246878.6657965,1
1738246878.683874,1
1738246878.7008812,1
1738246878.715758,0
1738246878.7336252,0
1738246878.7511992,0
1738246878.765948,0
1738246878.7846775,0
1738246878.8012097,0
1738246878.8161025,0
1738246878.8341436,0
1738246878.8512478,0
1738246878.8668225,0
1738246878.884647,0
1738246878.901282,0
1738246878.917369,0
1738246878.934222,0
1738246878.9518318,0
1738246878.966679,0
1738246878.9844708,0
1738246879.0023358,0
1738246879.017159,0
1738246879.0346348,0
1738246879.051845,0
1738246879.0677533,0
1738246879.0849752,0
1738246879.102357,0
1738246879.117844,0
1738246879.1348686,0
1738246879.1524775,0
1738246879.1677032,0
1738246879.185202,0
1738246879.2023258,0
1738246879.2177885,0
1738246879.234914,0
1738246879.2523944,0
1738246879.2682347,0
1738246879.2851772,0
1738246879.302218,0
1738246879.318057,0
1738246879.3348908,0
1738246879.3528795,0
1738246879.367731,0
1738246879.385399,0
1738246879.4023962,0
1738246879.4186296,0
1738246879.43495,0
1738246879.4527068,0
1738246879.4683957,0
1738246879.485438,0
1738246879.502646,0
1738246879.5187774,0
1738246879.5355573,0
1738246879.5529573,0
1738246879.5687006,0
1738246879.5859358,0
1738246879.6032262,0
1738246879.6201594,0
1738246879.6356049,0
1738246879.6528387,0
1738246879.667638,0
1738246879.684988,0
1738246879.7028067,0
1738246879.7174058,0
1738246879.735062,0
1738246879.7535212,0
1738246879.7686267,0
1738246879.7861023,0
1738246879.803537,0
1738246879.8199584,0
1738246879.836075,0
1738246879.8534288,0
1738246879.8693464,0
1738246879.8857148,0
1738246879.9047077,0
1738246879.919,1
1738246879.9365618,1
1738246879.9537992,1
1738246879.970921,1
1738246879.986225,1
1738246880.0040612,1
1738246880.0209446,1
1738246880.036144,1
1738246880.0539088,1
1738246880.072077,1
1738246880.086634,1
1738246880.1047502,1
1738246880.1215365,1
1738246880.136972,1
1738246880.1550806,1
1738246880.1720886,1
1738246880.187611,1
1738246880.2048683,1
1738246880.222091,1
1738246880.23871,1
1738246880.2554808,1
1738246880.2732506,1
1738246880.2891722,1
1738246880.3059473,1
1738246880.323792,1
1738246880.342624,1
1738246880.3577995,1
1738246880.3746743,1
1738246880.3935368,1
1738246880.4079564,1
1738246880.4252532,0
1738246880.4446428,0
1738246880.4590046,0
1738246880.4757574,0
1738246880.494666,0
1738246880.5097685,0
1738246880.5252717,0
1738246880.545872,0
1738246880.559888,0
1738246880.576201,0
1738246880.5951917,0
1738246880.610123,0
1738246880.6259418,0
1738246880.6452885,0
1738246880.660518,0
1738246880.6758509,0
1738246880.694549,0
1738246880.7100673,0
1738246880.7259848,0
1738246880.745281,0
1738246880.7598534,0
1738246880.776124,0
1738246880.7949347,0
1738246880.8099384,0
1738246880.8258293,0
1738246880.8446064,0
1738246880.8591404,0
1738246880.8756647,0
1738246880.894627,0
1738246880.908792,0
1738246880.9257336,0
1738246880.9448988,0
1738246880.9589894,0
1738246880.9756389,0
1738246880.9935453,0
1738246881.0086474,0
1738246881.025251,0
1738246881.0448968,0
1738246881.0592327,0
1738246881.0755937,0
1738246881.0937843,0
1738246881.1090467,0
1738246881.1260643,0
1738246881.1440692,0
1738246881.159643,0
1738246881.1759274,0
1738246881.1937268,0
1738246881.2090704,0
1738246881.225787,0
1738246881.243709,0
1738246881.2592292,0
1738246881.2760332,0
1738246881.2926772,0
1738246881.30906,0
1738246881.3248868,0
1738246881.3436496,0
1738246881.359132,0
1738246881.3755937,0
1738246881.393228,0
1738246881.409271,0
1738246881.42529,0
1738246881.4437578,0
1738246881.459459,0
1738246881.4757595,0
1738246881.4934268,0
1738246881.5096047,0
1738246881.5257697,0
1738246881.5445104,0
1738246881.559669,0
1738246881.575668,0
1738246881.5936532,0
1738246881.6096296,0
1738246881.6255236,0
1738246881.643855,1
1738246881.6597123,1
1738246881.6762896,1
1738246881.6941123,1
1738246881.7101295,1
1738246881.7258942,1
1738246881.744256,1
1738246881.7603457,1
1738246881.7760038,1
1738246881.793489,1
1738246881.8106158,1
1738246881.8261735,1
1738246881.84438,1
1738246881.8607051,1
1738246881.8760917,1
1738246881.8941925,1
1738246881.910336,1
1738246881.9264042,1
1738246881.9448965,1
1738246881.9608564,1
1738246881.976858,1
1738246881.9949322,1
1738246882.0107665,1
1738246882.0269604,1
1738246882.0452428,1
1738246882.0609746,1
1738246882.076759,1
1738246882.0952027,1
1738246882.1110575,1
1738246882.1272,0
1738246882.1454575,0
1738246882.1613169,0
1738246882.1767905,0
1738246882.19551,0
1738246882.2115831,0
1738246882.2266295,0
1738246882.2453983,0
1738246882.2620754,0
1738246882.2770214,0
1738246882.2955775,0
1738246882.3114026,0
1738246882.3280284,0
1738246882.3454692,0
1738246882.3619728,0
1738246882.377574,0
1738246882.395157,0
1738246882.412005,0
1738246882.427318,0
1738246882.4458456,0
1738246882.46217,0
1738246882.4772809,0
1738246882.495805,0
1738246882.5124245,0
1738246882.5275507,0
1738246882.54578,0
1738246882.5621574,0
1738246882.5772002,0
1738246882.5958953,0
1738246882.6116252,0
1738246882.6269684,0
1738246882.6458433,0
1738246882.6623917,0
1738246882.67732,0
1738246882.6953444,0
1738246882.712002,0
1738246882.7271483,0
1738246882.745939,0
1738246882.762492,0
1738246882.7773075,0
1738246882.795382,0
1738246882.8129528,0
1738246882.8274488,0
1738246882.8456004,0
1738246882.862626,0
1738246882.877333,0
1738246882.8960752,0
1738246882.9127624,0
1738246882.9277654,0
1738246882.9451437,0
1738246882.9627633,0
1738246882.9771168,0
1738246882.9956815,0
1738246883.0125442,0
1738246883.0276875,0
1738246883.0456896,0
1738246883.0626287,0
1738246883.0778258,0
1738246883.0956838,0
1738246883.1126652,0
1738246883.1278882,0
1738246883.145605,0
1738246883.1629229,0
1738246883.1777442,0
1738246883.1965756,0
1738246883.2136002,0
1738246883.2284973,0
1738246883.2456367,0
1738246883.2638617,0
1738246883.278062,0
1738246883.296445,0
1738246883.3134007,0
1738246883.3279257,0
1738246883.3469448,0
1738246883.3642683,0
1738246883.3779638,0
1738246883.3963065,1
1738246883.414012,1
1738246883.429187,1
1738246883.4468002,1
1738246883.4642308,1
1738246883.4791725,1
1738246883.496448,1
1738246883.5143769,1
1738246883.5297132,1
1738246883.547083,1
1738246883.564503,1
1738246883.5802138,1
1738246883.597606,1
1738246883.6147308,1
1738246883.6307323,1
1738246883.646955,1
1738246883.6646662,1
1738246883.6813092,1
1738246883.697308,1
1738246883.7147732,1
1738246883.7305276,1
1738246883.7476003,1
1738246883.764573,1
1738246883.78135,1
1738246883.7974484,1
1738246883.8152208,1
1738246883.8320882,1
1738246883.848109,1
1738246883.8649158,1
1738246883.8821976,0
1738246883.897886,0
1738246883.9155152,0
1738246883.9324846,0
1738246883.9483216,0
1738246883.9658048,0
1738246883.982566,0
1738246883.998171,0
1738246884.015757,0
1738246884.0323818,0
1738246884.048232,0
1738246884.065743,0
1738246884.083035,0
1738246884.0981064,0
1738246884.1165292,0
1738246884.1325426,0
1738246884.1487112,0
1738246884.166167,0
1738246884.1836336,0
1738246884.198151,0
1738246884.2162857,0
1738246884.2336402,0
1738246884.2489102,0
1738246884.2666469,0
1738246884.2834406,0
1738246884.2983968,0
1738246884.3163905,0
1738246884.333383,0
1738246884.3488193,0
1738246884.3660293,0
1738246884.384114,0
1738246884.3985407,0
1738246884.416846,0
1738246884.4344947,0
1738246884.449856,0
1738246884.467415,0
1738246884.4842815,0
1738246884.499757,0
1738246884.5164633,0
1738246884.5344234,0
1738246884.5492492,0
1738246884.5675285,0
1738246884.5846958,0
1738246884.5997367,0
1738246884.617241,0
1738246884.6343884,0
1738246884.6496773,0
1738246884.6669476,0
1738246884.6847725,0
1738246884.6991303,0
1738246884.71659,0
1738246884.7346544,0
1738246884.7495737,0
1738246884.767019,0
1738246884.7848272,0
1738246884.799163,0
1738246884.8170953,0
1738246884.8350525,0
1738246884.849942,0
1738246884.867657,0
1738246884.884844,0
1738246884.8994184,0
1738246884.916927,0
1738246884.934741,0
1738246884.950094,0
1738246884.967918,0
1738246884.9844885,0
1738246884.9997396,0
1738246885.0173554,0
1738246885.0349364,0
1738246885.0504436,0
1738246885.068385,0
1738246885.085929,0
1738246885.10032,0
1738246885.1181738,0
1738246885.1351786,0
1738246885.1509209,0
1738246885.1678393,1
1738246885.1853137,1
1738246885.2003963,1
1738246885.218628,1
1738246885.2353806,1
1738246885.250852,1
1738246885.268566,1
1738246885.2858903,1
1738246885.300551,1
1738246885.318473,1
1738246885.3366642,1
1738246885.3510032,1
1738246885.368968,1
1738246885.3859785,1
1738246885.400802,1
1738246885.4193242,1
1738246885.436226,1
1738246885.4516668,1
1738246885.4691331,1
1738246885.486605,1
1738246885.5010402,1
1738246885.5190449,1
1738246885.5364668,1
1738246885.5518117,1
1738246885.5698051,1
1738246885.5867033,1
1738246885.601333,1
1738246885.619563,1
1738246885.6365469,1
1738246885.6517918,1
1738246885.6700454,0
1738246885.6867907,0
1738246885.7013288,0
1738246885.7200136,0
1738246885.737135,0
1738246885.751776,0
1738246885.7706006,0
1738246885.7874572,0
1738246885.8019204,0
1738246885.8203871,0
1738246885.837241,0
1738246885.8529005,0
1738246885.871397,0
1738246885.8875694,0
1738246885.9026394,0
1738246885.9213552,0
1738246885.9375482,0
1738246885.9530106,0
1738246885.9718442,0
1738246885.9879372,0
1738246886.0030758,0
1738246886.0212188,0
1738246886.0376394,0
1738246886.0525713,0
1738246886.0718966,0
1738246886.0881934,0
1738246886.102548,0
1738246886.1226358,0
1738246886.1381,0
1738246886.1527832,0
1738246886.1716568,0
1738246886.1879096,0
1738246886.2027144,0
1738246886.221954,0
1738246886.2377908,0
1738246886.253088,0
1738246886.2717383,0
1738246886.288076,0
1738246886.3028069,0
1738246886.3217902,0
1738246886.3378086,0
1738246886.3530164,0
1738246886.3734877,0
1738246886.3882198,0
1738246886.4038086,0
1738246886.4228733,0
1738246886.4382477,0
1738246886.4541624,0
1738246886.4739149,0
1738246886.488851,0
1738246886.5037537,0
1738246886.5235698,0
1738246886.5388117,0
1738246886.5541444,0
1738246886.5736575,0
1738246886.5885217,0
1738246886.6034777,0
1738246886.6238573,0
1738246886.638526,0
1738246886.6540208,0
1738246886.672799,0
1738246886.6883724,0
1738246886.703822,0
1738246886.723763,0
1738246886.739081,0
1738246886.7541478,0
1738246886.7741184,0
1738246886.789708,0
1738246886.8046198,0
1738246886.8244543,0
1738246886.838942,0
1738246886.855078,0
1738246886.8752434,0
1738246886.8895466,0
1738246886.904157,0
1738246886.9250927,1
1738246886.940144,1
1738246886.9545476,1
1738246886.974526,1
1738246886.9891243,1
1738246887.0046504,1
1738246887.025186,1
1738246887.0407894,1
1738246887.0570557,1
1738246887.0767577,1
1738246887.093737,1
1738246887.111349,1
1738246887.1276002,1
1738246887.1460605,1
1738246887.1631794,1
1738246887.1790943,1
1738246887.1966455,1
1738246887.2137983,1
1738246887.2293365,1
1738246887.247367,1
1738246887.2638965,1
1738246887.2792275,1
1738246887.2977688,1
1738246887.313897,1
1738246887.329631,1
1738246887.3476722,1
1738246887.3645585,1
1738246887.3797944,1
1738246887.3972514,1
1738246887.4147933,1
1738246887.4294517,0
1738246887.4481132,0
1738246887.4645011,0
1738246887.4796429,0
1738246887.4975688,0
1738246887.5147808,0
1738246887.5299337,0
1738246887.5476053,0
1738246887.5648088,0
1738246887.5801997,0
1738246887.5976925,0
1738246887.6143274,0
1738246887.6301062,0
1738246887.6476696,0
1738246887.6648629,0
1738246887.679742,0
1738246887.6977987,0
1738246887.714623,0
1738246887.7298295,0
1738246887.7480464,0
1738246887.764597,0
1738246887.7801578,0
1738246887.7972138,0
1738246887.8151135,0
1738246887.829739,0
1738246887.847823,0
1738246887.865045,0
1738246887.8799553,0
1738246887.8980296,0
1738246887.9148295,0
1738246887.9297483,0
1738246887.9475565,0
1738246887.965114,0
1738246887.9801652,0
1738246887.9981723,0
1738246888.0159545,0
1738246888.0301592,0
1738246888.0475118,0
1738246888.065704,0
1738246888.0807235,0
1738246888.0982578,0
1738246888.1152666,0
1738246888.1304605,0
1738246888.148205,0
1738246888.1653717,0
1738246888.1802237,0
1738246888.1977544,0
1738246888.2150407,0
1738246888.2305157,0
1738246888.2477856,0
1738246888.2655692,0
1738246888.2815132,0
1738246888.2981217,0
1738246888.3157384,0
1738246888.3304074,0
1738246888.348797,0
1738246888.3665924,0
1738246888.3813026,0
1738246888.3984156,0
1738246888.4153905,0
1738246888.4303317,0
1738246888.44755,0
1738246888.465699,0
1738246888.480289,0
1738246888.4974668,0
1738246888.514501,0
1738246888.529832,0
1738246888.547649,0
1738246888.5646992,0
1738246888.579813,0
1738246888.5974834,0
1738246888.6142063,0
1738246888.630245,0
1738246888.648131,0
1738246888.665486,0
1738246888.680765,1
1738246888.698068,1
1738246888.71584,1
1738246888.7302144,1
1738246888.7480242,1
1738246888.7657695,1
1738246888.780558,1
1738246888.797969,1
1738246888.8147857,1
1738246888.8303156,1
1738246888.8479085,1
1738246888.8663075,1
1738246888.8804524,1
1738246888.898235,1
1738246888.9153802,1
1738246888.9307082,1
1738246888.9478977,1
1738246888.9658651,1
1738246888.9813004,1
1738246888.9982235,1
1738246889.0161023,1
1738246889.031696,1
1738246889.0486903,1
1738246889.0670767,1
1738246889.0826674,1
1738246889.0998745,1
1738246889.1173222,1
1738246889.1335485,1
1738246889.1501422,1
1738246889.1683526,1
1738246889.1859946,0
1738246889.200993,0
1738246889.2189898,0
1738246889.235429,0
1738246889.250671,0
1738246889.2686863,0
1738246889.2860458,0
1738246889.301888,0
1738246889.3189025,0
1738246889.336785,0
1738246889.352519,0
1738246889.369625,0
1738246889.3871286,0
1738246889.402422,0
1738246889.4201093,0
1738246889.43835,0
1738246889.4547515,0
1738246889.4709866,0
1738246889.4882302,0
1738246889.5047555,0
1738246889.5211766,0
1738246889.5381806,0
1738246889.5544498,0
1738246889.5713832,0
1738246889.5884593,0
1738246889.6044734,0
1738246889.6209788,0
1738246889.6381917,0
1738246889.6545024,0
1738246889.6711466,0
1738246889.689152,0
1738246889.704303,0
1738246889.7211237,0
1738246889.738209,0
1738246889.7536442,0
1738246889.7710156,0
1738246889.7879972,0
1738246889.8037848,0
1738246889.8213265,0
1738246889.8380067,0
1738246889.8540728,0
1738246889.8721569,0
1738246889.8883274,0
1738246889.9038649,0
1738246889.9213097,0
1738246889.938344,0
1738246889.9534285,0
1738246889.9715197,0
1738246889.988186,0
1738246890.003507,0
1738246890.0203266,0
1738246890.038256,0
1738246890.0532856,0
1738246890.071005,0
1738246890.0889034,0
1738246890.1032555,0
1738246890.1213927,0
1738246890.1377227,0
1738246890.1534405,0
1738246890.171413,0
1738246890.188106,0
1738246890.203466,0
1738246890.2210112,0
1738246890.2379186,0
1738246890.2538662,0
1738246890.271243,0
1738246890.2888272,0
1738246890.30428,0
1738246890.320639,0
1738246890.3388464,0
1738246890.353294,0
1738246890.3710556,0
1738246890.3884163,0
1738246890.40388,0
1738246890.4214296,0
1738246890.4388711,0
1738246890.4536607,1
1738246890.4713042,1
1738246890.488238,1
1738246890.5044465,1
1738246890.5221224,1
1738246890.5385137,1
1738246890.553452,1
1738246890.571308,1
1738246890.588626,1
1738246890.6037698,1
1738246890.621755,1
1738246890.6394165,1
1738246890.653551,1
1738246890.6714797,1
1738246890.6894915,1
1738246890.7041073,1
1738246890.7223177,1
1738246890.7393618,1
1738246890.7546003,1
1738246890.7723734,1
1738246890.7894552,1
1738246890.8045487,1
1738246890.8233123,1
1738246890.8397253,1
1738246890.85544,1
1738246890.874004,1
1738246890.8905935,1
1738246890.9047992,1
1738246890.9239306,1
1738246890.940241,1
1738246890.95534,1
1738246890.974204,0
1738246890.990207,0
1738246891.005753,0
1738246891.0246096,0
1738246891.0408585,0
1738246891.0559702,0
1738246891.074738,0
1738246891.0906749,0
1738246891.105854,0
1738246891.1250143,0
1738246891.1409216,0
1738246891.1556203,0
1738246891.1747153,0
1738246891.1906917,0
1738246891.2064326,0
1738246891.2254603,0
1738246891.241095,0
1738246891.2558143,0
1738246891.275494,0
1738246891.2906048,0
1738246891.305462,0
1738246891.3261528,0
1738246891.3415427,0
1738246891.3567314,0
1738246891.37579,0
1738246891.3913522,0
1738246891.4068353,0
1738246891.4262114,0
1738246891.441881,0
1738246891.4570131,0
1738246891.475605,0
1738246891.491485,0
1738246891.5061183,0
1738246891.525187,0
1738246891.541062,0
1738246891.5555396,0
1738246891.575477,0
1738246891.5910268,0
1738246891.6067884,0
1738246891.6254308,0
1738246891.6413386,0
1738246891.6559196,0
1738246891.6764505,0
1738246891.6912174,0
1738246891.707162,0
1738246891.726816,0
1738246891.7412317,0
1738246891.7570975,0
1738246891.7764962,0
1738246891.7917895,0
1738246891.8067808,0
1738246891.8267643,0
1738246891.8421087,0
1738246891.8568757,0
1738246891.875957,0
1738246891.8917215,0
1738246891.9063222,0
1738246891.926034,0
1738246891.9419477,0
1738246891.956992,0
1738246891.9735022,0
1738246891.9902122,0
1738246892.005286,0
1738246892.0217695,0
1738246892.039517,0
1738246892.0553806,0
1738246892.0722563,0
1738246892.0899086,0
1738246892.1045978,0
1738246892.1200328,0
1738246892.1392648,0
1738246892.1545296,0
1738246892.1701524,0
1738246892.1900637,0
1738246892.2040362,0
1738246892.2195115,1
1738246892.2396314,1
1738246892.2543368,1
1738246892.2701356,1
1738246892.288925,1
1738246892.304453,1
1738246892.3194857,1
1738246892.339257,1
1738246892.3543668,1
1738246892.3704548,1
1738246892.3899045,1
1738246892.405027,1
1738246892.4198554,1
1738246892.439817,1
1738246892.4544656,1
1738246892.470322,1
1738246892.4906905,1
1738246892.5048623,1
1738246892.5199523,1
1738246892.5398057,1
1738246892.5551608,1
1738246892.5705464,1
1738246892.590183,1
1738246892.605807,1
1738246892.6204362,1
1738246892.6399798,1
1738246892.6547923,1
1738246892.6715732,1
1738246892.6904793,1
1738246892.7056563,1
1738246892.720153,1
1738246892.7404022,0
1738246892.755198,0
1738246892.7705998,0
1738246892.7906363,0
1738246892.8054593,0
1738246892.8199832,0
1738246892.8406634,0
1738246892.8550537,0
1738246892.8706906,0
1738246892.890399,0
1738246892.9050348,0
1738246892.920252,0
1738246892.940901,0
1738246892.9551604,0
1738246892.9709203,0
1738246892.990096,0
1738246893.0053089,0
1738246893.0212228,0
1738246893.0405324,0
1738246893.0549605,0
1738246893.0713923,0
1738246893.090896,0
1738246893.10526,0
1738246893.120841,0
1738246893.140509,0
1738246893.1554265,0
1738246893.1706145,0
1738246893.190649,0
1738246893.2048297,0
1738246893.220899,0
1738246893.2401855,0
1738246893.2554183,0
1738246893.270924,0
1738246893.291335,0
1738246893.304971,0
1738246893.321144,0
1738246893.3411994,0
1738246893.355162,0
1738246893.3719394,0
1738246893.39104,0
1738246893.405921,0
1738246893.4218757,0
1738246893.441327,0
1738246893.455735,0
1738246893.471605,0
1738246893.4908257,0
1738246893.5054178,0
1738246893.521454,0
1738246893.5414336,0
1738246893.555508,0
1738246893.5719132,0
1738246893.5910282,0
1738246893.6059182,0
1738246893.621542,0
1738246893.640991,0
1738246893.6562295,0
1738246893.671643,0
1738246893.6912022,0
1738246893.7058258,0
1738246893.72182,0
1738246893.7412176,0
1738246893.7559085,0
1738246893.7713814,0
1738246893.7908578,0
1738246893.805719,0
1738246893.8220074,0
1738246893.8407767,0
1738246893.8562038,0
1738246893.8718746,0
1738246893.8914752,0
1738246893.9057317,0
1738246893.9223564,0
1738246893.9413607,0
1738246893.9560633,0
1738246893.9727073,0
1738246893.9911764,1
1738246894.006426,1
1738246894.0220065,1
1738246894.041795,1
1738246894.0562935,1
1738246894.0726678,1
1738246894.092362,1
1738246894.1060162,1
1738246894.122938,1
1738246894.1420083,1
1738246894.157184,1
1738246894.172574,1
1738246894.1926732,1
1738246894.2068262,1
1738246894.2232263,1
1738246894.2425494,1
1738246894.2568047,1
1738246894.273016,1
1738246894.2921948,1
1738246894.306949,1
1738246894.3226738,1
1738246894.3423944,1
1738246894.3571446,1
1738246894.372975,1
1738246894.391928,1
1738246894.4068344,1
1738246894.4237452,1
1738246894.4422317,1
1738246894.4566522,1
1738246894.4735923,1
1738246894.492081,0
1738246894.5070057,0
1738246894.523488,0
1738246894.5429626,0
1738246894.55723,0
1738246894.5738976,0
1738246894.5929475,0
1738246894.6078296,0
1738246894.6239758,0
1738246894.6424935,0
1738246894.6577249,0
1738246894.6740053,0
1738246894.6934798,0
1738246894.7074866,0
1738246894.724719,0
1738246894.743217,0
1738246894.7580638,0
1738246894.7739544,0
1738246894.7930186,0
1738246894.808156,0
1738246894.8254704,0
1738246894.8438325,0
1738246894.8588386,0
1738246894.875597,0
1738246894.893651,0
1738246894.90864,0
1738246894.9250717,0
1738246894.9431355,0
1738246894.9580867,0
1738246894.9755075,0
1738246894.993475,0
1738246895.007995,0
1738246895.0254536,0
1738246895.0427065,0
1738246895.058276,0
1738246895.074756,0
1738246895.0936394,0
1738246895.1071925,0
1738246895.1252532,0
1738246895.1433191,0
1738246895.1578908,0
1738246895.1756828,0
1738246895.1939018,0
1738246895.2082658,0
1738246895.225597,0
1738246895.2440004,0
1738246895.258591,0
1738246895.2760155,0
1738246895.2945228,0
1738246895.308816,0
1738246895.3262515,0
1738246895.3455763,0
1738246895.3596983,0
1738246895.3774176,0
1738246895.395987,0
1738246895.41043,0
1738246895.4280818,0
1738246895.44589,0
1738246895.4610672,0
1738246895.4789665,0
1738246895.4972224,0
1738246895.512078,0
1738246895.529378,0
1738246895.5485122,0
1738246895.5633082,0
1738246895.581697,0
1738246895.599727,0
1738246895.6147108,0
1738246895.632503,0
1738246895.6502812,0
1738246895.6647887,0
1738246895.682989,0
1738246895.70077,0
1738246895.7161503,0
1738246895.7332833,0
1738246895.751826,0
1738246895.7663715,1
1738246895.7833204,1
1738246895.8012588,1
1738246895.815519,1
1738246895.8336434,1
1738246895.8513832,1
1738246895.8660429,1
1738246895.8841934,1
1738246895.901661,1
1738246895.9163778,1
1738246895.934906,1
1738246895.951394,1
1738246895.9666653,1
1738246895.9849112,1
1738246896.0022435,1
1738246896.0173965,1
1738246896.034305,1
1738246896.0525975,1
1738246896.06701,1
1738246896.0853083,1
1738246896.1019783,1
1738246896.1176116,1
1738246896.136254,1
1738246896.1531534,1
1738246896.1682472,1
1738246896.1877751,1
1738246896.20358,1
1738246896.2192135,1
1738246896.238275,1
1738246896.2543852,1
1738246896.2691813,1
1738246896.2886176,0
1738246896.3043363,0
1738246896.3198204,0
1738246896.3388658,0
1738246896.354693,0
1738246896.3698611,0
1738246896.3901727,0
1738246896.4046383,0
1738246896.4208686,0
1738246896.4407055,0
1738246896.4553008,0
1738246896.470147,0
1738246896.4904072,0
1738246896.5045743,0
1738246896.5202432,0
1738246896.5408666,0
1738246896.555774,0
1738246896.5714266,0
1738246896.5906549,0
1738246896.6060345,0
1738246896.622121,0
1738246896.6413035,0
1738246896.6561637,0
1738246896.6732345,0
1738246896.6917734,0
1738246896.7061968,0
1738246896.7225611,0
1738246896.7418308,0
1738246896.75653,0
1738246896.7727127,0
1738246896.791976,0
1738246896.8065436,0
1738246896.8230672,0
1738246896.8417037,0
1738246896.8570397,0
1738246896.872399,0
1738246896.8919334,0
1738246896.9063728,0
1738246896.9221556,0
1738246896.941721,0
1738246896.9565246,0
1738246896.9710126,0
1738246896.991802,0
1738246897.0057597,0
1738246897.0211008,0
1738246897.041898,0
1738246897.055738,0
1738246897.071758,0
1738246897.0917504,0
1738246897.1060016,0
1738246897.1221278,0
1738246897.1421084,0
1738246897.1565306,0
1738246897.1728456,0
1738246897.1917934,0
1738246897.2060175,0
1738246897.221125,0
1738246897.2421925,0
1738246897.255968,0
1738246897.271952,0
1738246897.2913773,0
1738246897.3066182,0
1738246897.321329,0
1738246897.3415084,0
1738246897.3563344,0
1738246897.3711638,0
1738246897.3914998,0
1738246897.405892,0
1738246897.4208024,0
1738246897.4405525,0
1738246897.4556742,0
1738246897.470712,0
1738246897.4909022,0
1738246897.5056102,0
1738246897.520856,0
1738246897.5403605,0
1738246897.5554717,1
1738246897.570342,1
1738246897.588592,1
1738246897.604178,1
1738246897.6190903,1
1738246897.635356,1
1738246897.6537774,1
1738246897.6686063,1
1738246897.6843448,1
1738246897.7032654,1
1738246897.717791,1
1738246897.73405,1
1738246897.7533507,1
1738246897.768116,1
1738246897.7837064,1
1738246897.8037682,1
1738246897.8179154,1
1738246897.8344345,1
1738246897.8540978,1
1738246897.8683424,1
1738246897.8846705,1
1738246897.904003,1
1738246897.9185078,1
1738246897.9338765,1
1738246897.9533377,1
1738246897.968733,1
1738246897.9846168,1
1738246898.0035129,1
1738246898.0182395,1
1738246898.034586,1
1738246898.0536246,1
1738246898.0680473,0
1738246898.084577,0
1738246898.103893,0
1738246898.118613,0
1738246898.134946,0
1738246898.1540236,0
1738246898.168301,0
1738246898.184876,0
1738246898.203895,0
1738246898.218481,0
1738246898.2344506,0
1738246898.254267,0
1738246898.268534,0
1738246898.2854185,0
1738246898.3045464,0
1738246898.3183384,0
1738246898.335227,0
1738246898.3541255,0
1738246898.368445,0
1738246898.3849082,0
1738246898.4042091,0
1738246898.419319,0
1738246898.4345963,0
1738246898.454382,0
1738246898.4684155,0
1738246898.4846053,0
1738246898.504267,0
1738246898.5184734,0
